2, my-jpa, https://github.com/ivandi1980/my-jpa, "Simple App using Java Spring Boot with JPA and PostgreSQL", "", 2023-02-05 00:23:24 +0000 UTC
1, fairyfluff, https://github.com/jrfvalderama/fairyfluff, "A checkout page for Fairy Fluff confections", "", 2023-02-05 00:15:14 +0000 UTC
1, FacialRecognition, https://github.com/Abdirazak140/FacialRecognition, "", "", 2023-02-05 00:36:53 +0000 UTC
1, swipl_zwapel, https://github.com/paule32/swipl_zwapel, "some SWIPL-Prolog stuff - for learning, and study, and use by me.", "learning,logic-programming,prolog,testing", 2023-02-05 00:33:48 +0000 UTC
1, digital_watch, https://github.com/MatheusGoetz/digital_watch, "", "", 2023-02-05 01:00:14 +0000 UTC
1, count-youtube-tabs-ext, https://github.com/tgayle/count-youtube-tabs-ext, "A browser extension to count how long it would take to watch all your open YouTube tabs (Chrome only atm)", "", 2023-02-05 00:57:08 +0000 UTC
1, NativeLoader, https://github.com/Abstruck-Studio/NativeLoader, "I want to use C to code mods.", "", 2023-02-05 01:22:12 +0000 UTC
1, oshaw1.github.io, https://github.com/oshaw1/oshaw1.github.io, "", "", 2023-02-05 01:32:14 +0000 UTC
1, turbotest_gyux8t4j_buceg2n5, https://github.com/turbocanary/turbotest_gyux8t4j_buceg2n5, "", "", 2023-02-05 00:15:11 +0000 UTC
1, docker-jupyter-notebook, https://github.com/JLivingston01/docker-jupyter-notebook, "Template for dockerized jupyter notebook", "", 2023-02-05 01:17:42 +0000 UTC
1, react-counter-button, https://github.com/ArthurAndradee/react-counter-button, "", "", 2023-02-05 00:55:47 +0000 UTC
1, miniature-robot, https://github.com/kujinvoandd/miniature-robot, "", "", 2023-02-05 00:57:07 +0000 UTC
1, invision, https://github.com/tulanikiara/invision, "projects made interactive using InVision", "", 2023-02-05 00:49:16 +0000 UTC
1, socket-react, https://github.com/Aizendaisho/socket-react, "", "", 2023-02-05 00:57:06 +0000 UTC
1, Death-Rate-Calculation, https://github.com/riadcore/Death-Rate-Calculation, "Death rate calculation using machine learning", "", 2023-02-05 01:15:24 +0000 UTC
1, Projetos---Clones, https://github.com/AllanLandin/Projetos---Clones, "Esse repositório aramazena sites que eu repliquei com o objetivo de treinar minhas habilidades em tecnologias do desenvolvimento web.", "", 2023-02-05 01:25:44 +0000 UTC
1, HACKTHISFALL-, https://github.com/DDgupta07/HACKTHISFALL-, "", "", 2023-02-05 01:35:52 +0000 UTC
1, Ransomware, https://github.com/EdwinRodriguezC/Ransomware, "Codifica información de manera que sólo pueda ser accedida o descifrada por aquellos que posean una clave o contraseña específica. La encriptación es una forma de proteger la privacidad y seguridad de la información, ya que dificulta que terceros no autorizados la obtengan o la lea.", "", 2023-02-05 00:20:21 +0000 UTC
1, personalProject01Front, https://github.com/Alex-tintor/personalProject01Front, "In this repository you will find my personal project that consists of replicating the facebook application, creating the font from scratch using Angular Cli.   Still in development.", "", 2023-02-05 00:38:48 +0000 UTC
1, LKGROUPINC, https://github.com/pgkempkes/LKGROUPINC, "team share", "", 2023-02-05 00:15:16 +0000 UTC
1, History-Codes, https://github.com/Savi1303/History-Codes, "", "", 2023-02-05 00:36:13 +0000 UTC
1, projectodc, https://github.com/01553186518/projectodc, "", "", 2023-02-05 00:56:24 +0000 UTC
1, Insurance-Claim-Using-Machine-Learning, https://github.com/riadcore/Insurance-Claim-Using-Machine-Learning, "Insurance claim is determined using machine learning algorithm such as XGBoost.", "", 2023-02-05 01:21:39 +0000 UTC
1, tictactoe-2.0, https://github.com/rosa-pastel/tictactoe-2.0, "", "", 2023-02-05 01:36:02 +0000 UTC
1, kubernet_ejercicio, https://github.com/mabel182/kubernet_ejercicio, "", "", 2023-02-05 01:31:55 +0000 UTC
